"Number","Title","State","Labels","Milestone","Created","Updated","URL"
160,"Anti-Money Laundering (AML) reports","OPEN","sheet:Product","","2026-01-06T21:35:21Z","2026-01-06T21:35:21Z","https://github.com/thefixer3x/micro-services/issues/160"
159,"Know Your Customer (KYC) reports","OPEN","sheet:Product","","2026-01-06T21:35:19Z","2026-01-06T21:35:19Z","https://github.com/thefixer3x/micro-services/issues/159"
158,"Currency Transaction Reports (CTRs)","OPEN","sheet:Product","","2026-01-06T21:35:16Z","2026-01-06T21:35:16Z","https://github.com/thefixer3x/micro-services/issues/158"
157,"Regulatory Compliance","OPEN","sheet:Product","","2026-01-06T21:35:13Z","2026-01-06T21:35:13Z","https://github.com/thefixer3x/micro-services/issues/157"
156,"Profitability analysis","OPEN","sheet:Product","","2026-01-06T21:35:11Z","2026-01-06T21:35:11Z","https://github.com/thefixer3x/micro-services/issues/156"
155,"Revenue forecasting","OPEN","sheet:Product","","2026-01-06T21:35:09Z","2026-01-06T21:35:09Z","https://github.com/thefixer3x/micro-services/issues/155"
154,"Refund management","OPEN","sheet:Product","","2026-01-06T21:35:06Z","2026-01-06T21:35:06Z","https://github.com/thefixer3x/micro-services/issues/154"
153,"Promotional discount tracking","OPEN","sheet:Product","","2026-01-06T21:35:04Z","2026-01-06T21:35:04Z","https://github.com/thefixer3x/micro-services/issues/153"
152,"Commission calculation","OPEN","sheet:Product","","2026-01-06T21:35:01Z","2026-01-06T21:35:01Z","https://github.com/thefixer3x/micro-services/issues/152"
151,"Revenue recognition","OPEN","sheet:Product","","2026-01-06T21:34:58Z","2026-01-06T21:34:58Z","https://github.com/thefixer3x/micro-services/issues/151"
150,"Revenue Management","OPEN","sheet:Product","","2026-01-06T21:34:56Z","2026-01-06T21:34:56Z","https://github.com/thefixer3x/micro-services/issues/150"
149,"Investment portfolio tracking","OPEN","sheet:Product","","2026-01-06T21:34:53Z","2026-01-06T21:34:53Z","https://github.com/thefixer3x/micro-services/issues/149"
148,"Bank account management","OPEN","sheet:Product","","2026-01-06T21:34:51Z","2026-01-06T21:34:51Z","https://github.com/thefixer3x/micro-services/issues/148"
147,"Fund allocation tracking","OPEN","sheet:Product","","2026-01-06T21:34:48Z","2026-01-06T21:34:48Z","https://github.com/thefixer3x/micro-services/issues/147"
146,"Interest calculation","OPEN","sheet:Product","","2026-01-06T21:34:45Z","2026-01-06T21:34:45Z","https://github.com/thefixer3x/micro-services/issues/146"
145,"FX position management","OPEN","sheet:Product","","2026-01-06T21:34:43Z","2026-01-06T21:34:43Z","https://github.com/thefixer3x/micro-services/issues/145"
144,"Cash flow forecasting","OPEN","sheet:Product","","2026-01-06T21:34:40Z","2026-01-06T21:34:40Z","https://github.com/thefixer3x/micro-services/issues/144"
143,"Treasury Management","OPEN","sheet:Product","","2026-01-06T21:34:38Z","2026-01-06T21:34:38Z","https://github.com/thefixer3x/micro-services/issues/143"
142,"Financial year management","OPEN","sheet:Product","","2026-01-06T21:34:36Z","2026-01-06T21:34:36Z","https://github.com/thefixer3x/micro-services/issues/142"
141,"Multi-currency support","OPEN","sheet:Product","","2026-01-06T21:34:33Z","2026-01-06T21:34:33Z","https://github.com/thefixer3x/micro-services/issues/141"
140,"Account reconciliation","OPEN","sheet:Product","","2026-01-06T21:34:30Z","2026-01-06T21:34:30Z","https://github.com/thefixer3x/micro-services/issues/140"
139,"Journal entry management","OPEN","sheet:Product","","2026-01-06T21:34:28Z","2026-01-06T21:34:28Z","https://github.com/thefixer3x/micro-services/issues/139"
138,"Trial balance generation","OPEN","sheet:Product","","2026-01-06T21:34:25Z","2026-01-06T21:34:25Z","https://github.com/thefixer3x/micro-services/issues/138"
137,"Profit & loss statements","OPEN","sheet:Product","","2026-01-06T21:34:22Z","2026-01-06T21:34:22Z","https://github.com/thefixer3x/micro-services/issues/137"
136,"Real-time balance sheet","OPEN","sheet:Product","","2026-01-06T21:34:19Z","2026-01-06T21:34:19Z","https://github.com/thefixer3x/micro-services/issues/136"
135,"Financial Management","OPEN","sheet:Product","","2026-01-06T21:34:17Z","2026-01-06T21:34:17Z","https://github.com/thefixer3x/micro-services/issues/135"
134,"Support agent performance tracking","OPEN","sheet:Product","","2026-01-06T21:34:15Z","2026-01-06T21:34:15Z","https://github.com/thefixer3x/micro-services/issues/134"
133,"SLA monitoring","OPEN","sheet:Product","","2026-01-06T21:34:11Z","2026-01-06T21:34:11Z","https://github.com/thefixer3x/micro-services/issues/133"
132,"Customer feedback management","OPEN","sheet:Product","","2026-01-06T21:34:08Z","2026-01-06T21:34:08Z","https://github.com/thefixer3x/micro-services/issues/132"
131,"Service request tracking","OPEN","sheet:Product","","2026-01-06T21:34:06Z","2026-01-06T21:34:06Z","https://github.com/thefixer3x/micro-services/issues/131"
130,"Refund processing","OPEN","sheet:Product","","2026-01-06T21:34:03Z","2026-01-06T21:34:03Z","https://github.com/thefixer3x/micro-services/issues/130"
129,"Dispute resolution workflow","OPEN","sheet:Product","","2026-01-06T21:34:00Z","2026-01-06T21:34:00Z","https://github.com/thefixer3x/micro-services/issues/129"
128,"Customer communication history","OPEN","sheet:Product","","2026-01-06T21:33:58Z","2026-01-06T21:33:58Z","https://github.com/thefixer3x/micro-services/issues/128"
127,"Customer Support","OPEN","sheet:Product","","2026-01-06T21:33:55Z","2026-01-06T21:33:55Z","https://github.com/thefixer3x/micro-services/issues/127"
126,"Account closure workflow","OPEN","sheet:Product","","2026-01-06T21:33:53Z","2026-01-06T21:33:53Z","https://github.com/thefixer3x/micro-services/issues/126"
125,"Customer tier management","OPEN","sheet:Product","","2026-01-06T21:33:50Z","2026-01-06T21:33:50Z","https://github.com/thefixer3x/micro-services/issues/125"
124,"Account freezing/unfreezing","OPEN","sheet:Product","","2026-01-06T21:33:47Z","2026-01-06T21:33:47Z","https://github.com/thefixer3x/micro-services/issues/124"
123,"Service access control","OPEN","sheet:Product","","2026-01-06T21:33:45Z","2026-01-06T21:33:45Z","https://github.com/thefixer3x/micro-services/issues/123"
122,"Fee structure customization","OPEN","sheet:Product","","2026-01-06T21:33:42Z","2026-01-06T21:33:42Z","https://github.com/thefixer3x/micro-services/issues/122"
121,"Transaction limits configuration","OPEN","sheet:Product","","2026-01-06T21:33:40Z","2026-01-06T21:33:40Z","https://github.com/thefixer3x/micro-services/issues/121"
120,"Balance monitoring","OPEN","sheet:Product","","2026-01-06T21:33:37Z","2026-01-06T21:33:37Z","https://github.com/thefixer3x/micro-services/issues/120"
119,"Account Management","OPEN","sheet:Product","","2026-01-06T21:33:35Z","2026-01-06T21:33:35Z","https://github.com/thefixer3x/micro-services/issues/119"
118,"Document repository","OPEN","sheet:Product","","2026-01-06T21:33:32Z","2026-01-06T21:33:32Z","https://github.com/thefixer3x/micro-services/issues/118"
117,"Customer interaction history","OPEN","sheet:Product","","2026-01-06T21:33:30Z","2026-01-06T21:33:30Z","https://github.com/thefixer3x/micro-services/issues/117"
116,"Service usage analytics","OPEN","sheet:Product","","2026-01-06T21:33:27Z","2026-01-06T21:33:27Z","https://github.com/thefixer3x/micro-services/issues/116"
115,"Lifetime value tracking","OPEN","sheet:Product","","2026-01-06T21:33:25Z","2026-01-06T21:33:25Z","https://github.com/thefixer3x/micro-services/issues/115"
114,"Customer segmentation","OPEN","sheet:Product","","2026-01-06T21:33:22Z","2026-01-06T21:33:22Z","https://github.com/thefixer3x/micro-services/issues/114"
113,"Risk profile scoring","OPEN","sheet:Product","","2026-01-06T21:33:20Z","2026-01-06T21:33:20Z","https://github.com/thefixer3x/micro-services/issues/113"
112,"Transaction history and patterns","OPEN","sheet:Product","","2026-01-06T21:33:17Z","2026-01-06T21:33:17Z","https://github.com/thefixer3x/micro-services/issues/112"
111,"ADMINISTRATOR","OPEN","sheet:Product","","2026-01-06T21:33:14Z","2026-01-06T21:33:14Z","https://github.com/thefixer3x/micro-services/issues/111"
110,"Support status tracking","OPEN","sheet:Product","","2026-01-06T21:33:12Z","2026-01-06T21:33:12Z","https://github.com/thefixer3x/micro-services/issues/110"
109,"Feedback submission","OPEN","sheet:Product","","2026-01-06T21:33:09Z","2026-01-06T21:33:09Z","https://github.com/thefixer3x/micro-services/issues/109"
108,"Community forum","OPEN","sheet:Product","","2026-01-06T21:33:06Z","2026-01-06T21:33:06Z","https://github.com/thefixer3x/micro-services/issues/108"
107,"FAQs","OPEN","sheet:Product","","2026-01-06T21:33:04Z","2026-01-06T21:33:04Z","https://github.com/thefixer3x/micro-services/issues/107"
106,"Knowledge base","OPEN","sheet:Product","","2026-01-06T21:33:00Z","2026-01-06T21:33:00Z","https://github.com/thefixer3x/micro-services/issues/106"
105,"Video call support","OPEN","sheet:Product","","2026-01-06T21:32:58Z","2026-01-06T21:32:58Z","https://github.com/thefixer3x/micro-services/issues/105"
104,"Ticket creation","OPEN","sheet:Product","","2026-01-06T21:32:55Z","2026-01-06T21:32:55Z","https://github.com/thefixer3x/micro-services/issues/104"
103,"Support","OPEN","sheet:Product","","2026-01-06T21:32:52Z","2026-01-06T21:32:52Z","https://github.com/thefixer3x/micro-services/issues/103"
102,"Browser notifications","OPEN","sheet:Product","","2026-01-06T21:32:49Z","2026-01-06T21:32:49Z","https://github.com/thefixer3x/micro-services/issues/102"
101,"Multi-screen support","OPEN","sheet:Product","","2026-01-06T21:32:46Z","2026-01-06T21:32:46Z","https://github.com/thefixer3x/micro-services/issues/101"
100,"Custom dashboard layout","OPEN","sheet:Product","","2026-01-06T21:32:44Z","2026-01-06T21:32:44Z","https://github.com/thefixer3x/micro-services/issues/100"
99,"Data export capabilities","OPEN","sheet:Product","","2026-01-06T21:32:41Z","2026-01-06T21:32:41Z","https://github.com/thefixer3x/micro-services/issues/99"
98,"Keyboard shortcuts","OPEN","sheet:Product","","2026-01-06T21:32:39Z","2026-01-06T21:32:39Z","https://github.com/thefixer3x/micro-services/issues/98"
97,"Progressive web app","OPEN","sheet:Product","","2026-01-06T21:32:36Z","2026-01-06T21:32:36Z","https://github.com/thefixer3x/micro-services/issues/97"
96,"Cross-device synchronization","OPEN","sheet:Product","","2026-01-06T21:32:34Z","2026-01-06T21:32:34Z","https://github.com/thefixer3x/micro-services/issues/96"
95,"Web Features","OPEN","sheet:Product","","2026-01-06T21:32:31Z","2026-01-06T21:32:31Z","https://github.com/thefixer3x/micro-services/issues/95"
94,"Dark/light mode","OPEN","sheet:Product","","2026-01-06T21:32:29Z","2026-01-06T21:32:29Z","https://github.com/thefixer3x/micro-services/issues/94"
93,"App shortcuts","OPEN","sheet:Product","","2026-01-06T21:32:27Z","2026-01-06T21:32:27Z","https://github.com/thefixer3x/micro-services/issues/93"
92,"Quick actions","OPEN","sheet:Product","","2026-01-06T21:32:24Z","2026-01-06T21:32:24Z","https://github.com/thefixer3x/micro-services/issues/92"
91,"Widget support","OPEN","sheet:Product","","2026-01-06T21:32:21Z","2026-01-06T21:32:21Z","https://github.com/thefixer3x/micro-services/issues/91"
90,"Offline capabilities","OPEN","sheet:Product","","2026-01-06T21:32:18Z","2026-01-06T21:32:18Z","https://github.com/thefixer3x/micro-services/issues/90"
89,"Low-bandwidth mode","OPEN","sheet:Product","","2026-01-06T21:32:15Z","2026-01-06T21:32:15Z","https://github.com/thefixer3x/micro-services/issues/89"
88,"Biometric login","OPEN","sheet:Product","","2026-01-06T21:32:13Z","2026-01-06T21:32:13Z","https://github.com/thefixer3x/micro-services/issues/88"
87,"User Interface & Experience","OPEN","sheet:Product","","2026-01-06T21:32:09Z","2026-01-06T21:32:09Z","https://github.com/thefixer3x/micro-services/issues/87"
86,"Release schedule management","OPEN","sheet:Product","","2026-01-06T21:32:07Z","2026-01-06T21:32:07Z","https://github.com/thefixer3x/micro-services/issues/86"
85,"Document verification for large transactions","OPEN","sheet:Product","","2026-01-06T21:32:04Z","2026-01-06T21:32:04Z","https://github.com/thefixer3x/micro-services/issues/85"
84,"Escrow fee calculator","OPEN","sheet:Product","","2026-01-06T21:32:02Z","2026-01-06T21:32:02Z","https://github.com/thefixer3x/micro-services/issues/84"
83,"Dispute resolution system","OPEN","sheet:Product","","2026-01-06T21:31:59Z","2026-01-06T21:31:59Z","https://github.com/thefixer3x/micro-services/issues/83"
82,"Release condition management","OPEN","sheet:Product","","2026-01-06T21:31:57Z","2026-01-06T21:31:57Z","https://github.com/thefixer3x/micro-services/issues/82"
81,"Multi-signature authorization","OPEN","sheet:Product","","2026-01-06T21:31:55Z","2026-01-06T21:31:55Z","https://github.com/thefixer3x/micro-services/issues/81"
80,"Escrow Services","OPEN","sheet:Product","","2026-01-06T21:31:52Z","2026-01-06T21:31:52Z","https://github.com/thefixer3x/micro-services/issues/80"
79,"Compliance documentation submission","OPEN","sheet:Product","","2026-01-06T21:31:49Z","2026-01-06T21:31:49Z","https://github.com/thefixer3x/micro-services/issues/79"
78,"API key management","OPEN","sheet:Product","","2026-01-06T21:31:47Z","2026-01-06T21:31:47Z","https://github.com/thefixer3x/micro-services/issues/78"
77,"Integration documentation access","OPEN","sheet:Product","","2026-01-06T21:31:44Z","2026-01-06T21:31:44Z","https://github.com/thefixer3x/micro-services/issues/77"
76,"Credit limit assessment","OPEN","sheet:Product","","2026-01-06T21:31:42Z","2026-01-06T21:31:42Z","https://github.com/thefixer3x/micro-services/issues/76"
75,"Role assignment for team members","OPEN","sheet:Product","","2026-01-06T21:31:40Z","2026-01-06T21:31:40Z","https://github.com/thefixer3x/micro-services/issues/75"
74,"Multi-user account setup","OPEN","sheet:Product","","2026-01-06T21:31:38Z","2026-01-06T21:31:38Z","https://github.com/thefixer3x/micro-services/issues/74"
73,"B2B Onboarding Flow","OPEN","sheet:Product","","2026-01-06T21:31:35Z","2026-01-06T21:31:35Z","https://github.com/thefixer3x/micro-services/issues/73"
72,"Business analytics dashboard","OPEN","sheet:Product","","2026-01-06T21:31:32Z","2026-01-06T21:31:32Z","https://github.com/thefixer3x/micro-services/issues/72"
71,"QuickBooks integration","OPEN","sheet:Product","","2026-01-06T21:31:30Z","2026-01-06T21:31:30Z","https://github.com/thefixer3x/micro-services/issues/71"
70,"Virtual IBAN management","OPEN","sheet:Product","","2026-01-06T21:31:27Z","2026-01-06T21:31:27Z","https://github.com/thefixer3x/micro-services/issues/70"
69,"Business Features (B2B)","OPEN","sheet:Product","","2026-01-06T21:31:24Z","2026-01-06T21:31:24Z","https://github.com/thefixer3x/micro-services/issues/69"
68,"Anniversary rewards","OPEN","sheet:Product","","2026-01-06T21:31:22Z","2026-01-06T21:31:22Z","https://github.com/thefixer3x/micro-services/issues/68"
67,"Special promotions","OPEN","sheet:Product","","2026-01-06T21:31:19Z","2026-01-06T21:31:19Z","https://github.com/thefixer3x/micro-services/issues/67"
66,"Referral program","OPEN","sheet:Product","","2026-01-06T21:31:16Z","2026-01-06T21:31:16Z","https://github.com/thefixer3x/micro-services/issues/66"
65,"Reward redemption","OPEN","sheet:Product","","2026-01-06T21:31:13Z","2026-01-06T21:31:13Z","https://github.com/thefixer3x/micro-services/issues/65"
64,"Loyalty tier status","OPEN","sheet:Product","","2026-01-06T21:31:10Z","2026-01-06T21:31:10Z","https://github.com/thefixer3x/micro-services/issues/64"
63,"Reward points management","OPEN","sheet:Product","","2026-01-06T21:31:08Z","2026-01-06T21:31:08Z","https://github.com/thefixer3x/micro-services/issues/63"
62,"Value Added Services","OPEN","sheet:Product","","2026-01-06T21:31:05Z","2026-01-06T21:31:05Z","https://github.com/thefixer3x/micro-services/issues/62"
61,"Block/unblock cards","OPEN","sheet:Product","","2026-01-06T21:31:02Z","2026-01-06T21:31:02Z","https://github.com/thefixer3x/micro-services/issues/61"
60,"Transaction disputes","OPEN","sheet:Product","","2026-01-06T21:31:00Z","2026-01-06T21:31:00Z","https://github.com/thefixer3x/micro-services/issues/60"
59,"Payment confirmation","OPEN","sheet:Product","","2026-01-06T21:30:58Z","2026-01-06T21:30:58Z","https://github.com/thefixer3x/micro-services/issues/59"
58,"Beneficiary management","OPEN","sheet:Product","","2026-01-06T21:30:56Z","2026-01-06T21:30:56Z","https://github.com/thefixer3x/micro-services/issues/58"
57,"Transaction verification","OPEN","sheet:Product","","2026-01-06T21:30:53Z","2026-01-06T21:30:53Z","https://github.com/thefixer3x/micro-services/issues/57"
56,"Suspicious activity reporting","OPEN","sheet:Product","","2026-01-06T21:30:51Z","2026-01-06T21:30:51Z","https://github.com/thefixer3x/micro-services/issues/56"
55,"Fraud alerts","OPEN","sheet:Product","","2026-01-06T21:30:48Z","2026-01-06T21:30:48Z","https://github.com/thefixer3x/micro-services/issues/55"
54,"Transaction Security","OPEN","sheet:Product","","2026-01-06T21:30:46Z","2026-01-06T21:30:46Z","https://github.com/thefixer3x/micro-services/issues/54"
53,"Geo-location restrictions","OPEN","sheet:Product","","2026-01-06T21:30:43Z","2026-01-06T21:30:43Z","https://github.com/thefixer3x/micro-services/issues/53"
52,"Transaction limits","OPEN","sheet:Product","","2026-01-06T21:30:40Z","2026-01-06T21:30:40Z","https://github.com/thefixer3x/micro-services/issues/52"
51,"PIN management","OPEN","sheet:Product","","2026-01-06T21:30:38Z","2026-01-06T21:30:38Z","https://github.com/thefixer3x/micro-services/issues/51"
50,"Security Questions","OPEN","sheet:Product","","2026-01-06T21:30:36Z","2026-01-06T21:30:36Z","https://github.com/thefixer3x/micro-services/issues/50"
49,"Login activity monitoring","OPEN","sheet:Product","","2026-01-06T21:30:34Z","2026-01-06T21:30:34Z","https://github.com/thefixer3x/micro-services/issues/49"
48,"Device management","OPEN","sheet:Product","","2026-01-06T21:30:31Z","2026-01-06T21:30:31Z","https://github.com/thefixer3x/micro-services/issues/48"
47,"Biometric login","OPEN","sheet:Product","","2026-01-06T21:30:29Z","2026-01-06T21:30:29Z","https://github.com/thefixer3x/micro-services/issues/47"
46,"Security & Control","OPEN","sheet:Product","","2026-01-06T21:30:27Z","2026-01-06T21:30:27Z","https://github.com/thefixer3x/micro-services/issues/46"
45,"Regular payment setup","OPEN","sheet:Product","","2026-01-06T21:30:25Z","2026-01-06T21:30:25Z","https://github.com/thefixer3x/micro-services/issues/45"
44,"Schedule future transfers","OPEN","sheet:Product","","2026-01-06T21:30:22Z","2026-01-06T21:30:22Z","https://github.com/thefixer3x/micro-services/issues/44"
43,"Bulk transfers","OPEN","sheet:Product","","2026-01-06T21:30:19Z","2026-01-06T21:30:19Z","https://github.com/thefixer3x/micro-services/issues/43"
42,"International remittances","OPEN","sheet:Product","","2026-01-06T21:30:17Z","2026-01-06T21:30:17Z","https://github.com/thefixer3x/micro-services/issues/42"
41,"Money Transfer Services","OPEN","sheet:Product","","2026-01-06T21:30:14Z","2026-01-06T21:30:14Z","https://github.com/thefixer3x/micro-services/issues/41"
40,"Payment limits management","OPEN","sheet:Product","","2026-01-06T21:30:12Z","2026-01-06T21:30:12Z","https://github.com/thefixer3x/micro-services/issues/40"
39,"Favorite beneficiaries","OPEN","sheet:Product","","2026-01-06T21:30:10Z","2026-01-06T21:30:10Z","https://github.com/thefixer3x/micro-services/issues/39"
38,"Quick payment shortcuts","OPEN","sheet:Product","","2026-01-06T21:30:07Z","2026-01-06T21:30:07Z","https://github.com/thefixer3x/micro-services/issues/38"
37,"Recurring payment setup","OPEN","sheet:Product","","2026-01-06T21:30:04Z","2026-01-06T21:30:04Z","https://github.com/thefixer3x/micro-services/issues/37"
36,"Card management (virtual/physical)","OPEN","sheet:Product","","2026-01-06T21:30:02Z","2026-01-06T21:30:02Z","https://github.com/thefixer3x/micro-services/issues/36"
35,"Payment Methods","OPEN","sheet:Product","","2026-01-06T21:29:59Z","2026-01-06T21:29:59Z","https://github.com/thefixer3x/micro-services/issues/35"
34,"Statement generation","OPEN","sheet:Product","","2026-01-06T21:29:56Z","2026-01-06T21:29:56Z","https://github.com/thefixer3x/micro-services/issues/34"
33,"Virtual card creation","OPEN","sheet:Product","","2026-01-06T21:29:53Z","2026-01-06T21:29:53Z","https://github.com/thefixer3x/micro-services/issues/33"
32,"Transaction history","OPEN","sheet:Product","","2026-01-06T21:29:51Z","2026-01-06T21:29:51Z","https://github.com/thefixer3x/micro-services/issues/32"
31,"Real-time balance viewing","OPEN","sheet:Product","","2026-01-06T21:29:48Z","2026-01-06T21:29:48Z","https://github.com/thefixer3x/micro-services/issues/31"
30,"Wallet & Payments","OPEN","sheet:Product","","2026-01-06T21:29:46Z","2026-01-06T21:29:46Z","https://github.com/thefixer3x/micro-services/issues/30"
29,"Notification management","OPEN","sheet:Product","","2026-01-06T21:29:43Z","2026-01-06T21:29:43Z","https://github.com/thefixer3x/micro-services/issues/29"
28,"Language preferences","OPEN","sheet:Product","","2026-01-06T21:29:40Z","2026-01-06T21:29:40Z","https://github.com/thefixer3x/micro-services/issues/28"
27,"Security settings configuration","OPEN","sheet:Product","","2026-01-06T21:29:38Z","2026-01-06T21:29:38Z","https://github.com/thefixer3x/micro-services/issues/27"
26,"Communication preferences","OPEN","sheet:Product","","2026-01-06T21:29:35Z","2026-01-06T21:29:35Z","https://github.com/thefixer3x/micro-services/issues/26"
25,"Biometric authentication setup","OPEN","sheet:Product","","2026-01-06T21:29:33Z","2026-01-06T21:29:33Z","https://github.com/thefixer3x/micro-services/issues/25"
24,"Document storage and management","OPEN","sheet:Product","","2026-01-06T21:29:31Z","2026-01-06T21:29:31Z","https://github.com/thefixer3x/micro-services/issues/24"
23,"Transaction history viewing","OPEN","sheet:Product","","2026-01-06T21:29:28Z","2026-01-06T21:29:28Z","https://github.com/thefixer3x/micro-services/issues/23"
22,"Profile Management","OPEN","sheet:Product","","2026-01-06T21:29:25Z","2026-01-06T21:29:25Z","https://github.com/thefixer3x/micro-services/issues/22"
21,"Social security/NIN verification","OPEN","sheet:Product","","2026-01-06T21:29:22Z","2026-01-06T21:29:22Z","https://github.com/thefixer3x/micro-services/issues/21"
20,"Address verification system","OPEN","sheet:Product","","2026-01-06T21:29:20Z","2026-01-06T21:29:20Z","https://github.com/thefixer3x/micro-services/issues/20"
19,"Document upload and verification","OPEN","sheet:Product","","2026-01-06T21:29:17Z","2026-01-06T21:29:17Z","https://github.com/thefixer3x/micro-services/issues/19"
18,"Multiple account types (Individual, Business, Joint)","OPEN","sheet:Product","","2026-01-06T21:29:15Z","2026-01-06T21:29:15Z","https://github.com/thefixer3x/micro-services/issues/18"
17,"Multi-language support (English, Pidgin English, Yoruba, French)","OPEN","sheet:Product","","2026-01-06T21:29:12Z","2026-01-06T21:29:12Z","https://github.com/thefixer3x/micro-services/issues/17"
16,"Biometric login support","OPEN","sheet:Product","","2026-01-06T21:29:09Z","2026-01-06T21:29:09Z","https://github.com/thefixer3x/micro-services/issues/16"
15,"Facial recognition with liveness detection","OPEN","sheet:Product","","2026-01-06T21:29:06Z","2026-01-06T21:29:06Z","https://github.com/thefixer3x/micro-services/issues/15"
14,"USER","OPEN","sheet:Product","","2026-01-06T21:29:04Z","2026-01-06T21:29:04Z","https://github.com/thefixer3x/micro-services/issues/14"
4,"Phase 1: Setup API Gateway","OPEN","enhancement; phase-1; infrastructure","","2025-10-02T09:22:24Z","2025-12-30T13:31:56Z","https://github.com/thefixer3x/micro-services/issues/4"
2,"Phase 1: Implement Identity Service","CLOSED","enhancement; phase-1; identity-service","","2025-09-11T05:03:39Z","2025-10-18T00:00:28Z","https://github.com/thefixer3x/micro-services/issues/2"
1,"Set up GitHub-ClickUp automation","OPEN","enhancement","","2025-09-11T04:47:58Z","2025-09-29T17:01:03Z","https://github.com/thefixer3x/micro-services/issues/1"
